,0
259,12026.30247587278
260,12104.642536692889
261,12179.527088920797
262,12248.90270011432
263,12313.483073312773
264,12375.221416992235
265,12437.09067178485
266,12502.285348691445
267,12572.7049662865
268,12648.67886038304
269,12728.0944993899
270,12809.622132048586
271,12891.900275343576
272,12972.860567341038
273,13052.569769003674
274,13130.412664858157
275,13206.506271098808
276,13282.43929389374
277,13358.559812798563
278,13433.468164897851
279,13506.670147060348
280,13578.150454256933
281,13647.628853445833
282,13714.597170591116
283,13780.176828577356
284,13846.31205821467
285,13914.860847626076
286,13987.290498849685
287,14063.348503312904
288,14141.057296871202
289,14219.474682918928
290,14297.43567099328
291,14374.933402584633
292,14450.929417967986
293,14523.70437167834
294,14593.208449179509
295,14659.632909525668
296,14724.42939011965
297,14787.100027363547
298,14848.29815249974
299,14910.201519955832
300,14973.384466854528
301,15037.330541645457
302,15099.860211913065
303,15160.344240158263
304,15218.44068946343
305,15275.798842652612
306,15335.055109272424
307,15399.33621167066
308,15469.40628733044
309,15543.842171473334
310,15620.923465682245
311,15699.216364083786
312,15779.30984973756
313,15862.199774817474
314,15947.774995995122
315,16034.530968226927
316,16121.221219052975
317,16209.932141467872
318,16300.429627930918
319,16390.566625948584
320,16478.21667129506
321,16564.82841364723
322,16651.996202099526
323,16738.450695348623
324,16823.3868779513
325,16906.918151248836
326,16990.198027457576
327,17074.236338956493
328,17158.65943903722
329,17243.84373778144
330,17329.901131309325
331,17417.354290735635
332,17506.941787762684
333,17597.685706655422
334,17688.161193419783
335,17778.46907544884
336,17870.331789857977
337,17965.284173634143
338,18064.640633930405
339,18166.266871021897
340,18269.220345532667
341,18373.12490670328
342,18475.922463259783
343,18574.220082035623
344,18666.490280258826
345,18755.11840443569
346,18842.58807573504
347,18929.473809176863
348,19014.84105898136
349,19098.12462075916
350,19180.22751234662
351,19262.78936126981
352,19346.68840252416
353,19430.73992336289
354,19513.639267431117
355,19594.848224585137
356,19675.5610147313
357,19756.502584961283
358,19837.88042710569
359,19919.539614892878
360,20002.083805519494
361,20085.081389360817
362,20167.51439257252
363,20246.86667258689
364,20322.13773343442
365,20392.821094759904
366,20460.72408335624
367,20526.976781134497
368,20593.529467205837
369,20661.582693561555
370,20730.488327801
371,20798.60012027862
372,20864.582981816744
373,20928.16526212464
374,20988.03088361425
375,21045.509909676555
376,21101.53827400086
377,21157.359918655304
378,21212.886972835386
379,21267.183121039667
380,21320.693381321187
381,21373.45279910654
382,21424.37374319427
383,21473.388469079524
384,21523.09643344282
385,21573.748982677116
386,21624.331627353327
387,21675.180848045537
388,21728.197852110825
389,21785.85285960075
390,21847.77576999172
391,21912.19074621573
392,21977.716448689185
393,22043.59917430349
394,22109.33152964972
395,22174.805712508245
396,22240.41400373512
397,22306.527314691048
398,22371.97764483465
399,22436.87029623007
400,22499.803220136484
401,22558.960253001933
402,22614.66489710456
403,22668.441163490654
404,22723.156021967352
405,22779.266762780644
406,22834.983859682092
407,22889.100578278398
408,22941.136262766177
409,22992.90443541008
410,23044.98332717782
411,23097.44454797397
412,23151.723174057814
413,23207.40981333808
414,23261.92097597361
415,23314.62248843897
416,23367.153754589468
417,23420.48925794785
418,23472.574062318607
419,23522.655616844484
420,23572.621060055084
421,23623.108996954263
422,23673.900796364476
423,23724.70242431334
424,23775.76899697968
425,23828.053334878998
426,23881.066803148653
427,23935.53618228499
428,23990.75403564729
429,24045.71212938644
430,24099.36499621562
431,24151.87640874882
432,24202.800620948587
433,24252.456316973105
434,24300.184285183583
435,24346.64350977864
436,24392.313398624858
437,24437.311928893632
438,24481.127385567732
439,24525.44074475964
440,24574.04728243087
441,24627.400598550117
442,24685.479457891823
443,24746.683451182857
444,24809.483861194272
445,24873.589786939032
446,24939.2447531575
447,25005.8405514608
448,25072.751578661948
449,25140.039303302357
450,25207.84700676937
451,25274.724163232568
452,25342.94913495029
453,25414.55470676512
454,25490.52478405599
455,25570.356692842117
456,25650.63473746702
457,25729.23096193871
458,25806.44926531225
459,25882.96378929417
460,25960.199469224444
461,26038.35684816295
462,26117.153824697038
463,26195.903375437047
464,26273.24069960234
465,26349.06889558266
466,26424.38709148278
467,26501.87739375436
468,26582.052665523497
469,26663.874329879043
470,26746.12440943928
471,26827.18222645834
472,26906.46124594492
473,26985.3075927686
474,27064.151161650007
475,27143.410694768965
476,27225.096442858965
477,27310.21659156305
478,27398.734500750543
479,27489.38435421879
480,27581.327363932844
481,27673.61323265433
482,27764.29616843253
483,27851.77331055701
484,27935.86221802824
485,28018.708772518945
486,28101.69461549571
487,28185.623725977057
488,28269.44519263777
489,28352.31176252188
490,28434.905659514458
491,28517.53397882831
492,28600.965301720356
493,28685.4526079343
494,28771.535276505496
495,28859.61639668324
496,28950.4340108774
497,29043.954158152388
498,29140.08764362888
499,29237.18002606541
500,29333.81766951956
501,29428.766852525994
502,29521.467902225275
503,29612.43736359293
504,29701.69147828963
505,29787.89614107506
506,29870.87061507381
507,29949.193616481905
508,30023.989850219445
509,30096.66942995105
510,30167.487571234127
511,30235.192393125966
512,30299.177673830545
513,30360.52580694526
514,30418.80284270548
515,30474.89410031836
516,30531.085788278448
517,30588.775462882844
518,30647.12877665369
519,30705.294233287845
520,30762.414665200224
521,30817.88937685355
522,30872.299195980595
523,30926.01881763827
524,30979.88362507295
525,31034.511625929143
526,31089.071463778077
527,31142.232844954822
528,31194.962916062304
529,31245.67583348952
530,31294.77511787131
531,31342.848105177887
532,31390.690674507998
533,31441.510992783984
534,31497.61819948104
535,31558.594843883617
536,31621.442068789784
537,31683.8704712797
538,31746.56684464378
539,31808.70458716601
540,31869.42481450521
541,31927.79489101573
542,31984.817316023804
543,32041.74646402756
544,32098.552311595857
545,32156.216694727205
546,32213.886281142677
547,32272.39827200983
548,32331.61900861636
549,32391.215789272188
550,32450.84834846062
551,32509.894927717178
552,32568.325182098164
553,32626.596163275342
554,32685.52314969603
555,32746.130724709208
556,32808.159860866246
557,32871.35830316084
558,32937.325255258555
559,33006.50795918642
560,33077.81812991679
561,33149.079475863735
562,33219.2724513187
563,33288.14785152195
564,33356.95403799752
565,33428.114289099954
566,33503.829518532344
567,33584.287666384254
568,33666.434592899765
569,33748.41714150306
570,33830.9622486369
571,33915.60731821792
572,34001.73175500491
573,34086.9340676117
574,34167.73095866918
575,34243.152663852634
576,34314.1086544898
577,34382.95119748026
578,34452.85586358836
579,34525.683403514595
580,34600.407353008806
581,34677.43787044229
582,34756.97191745342
583,34838.501761032465
584,34922.25482050026
585,35009.05416232058
586,35098.80310043036
587,35190.40687392969
588,35282.218789894134
589,35372.444620974275
590,35461.532173726024
591,35550.15601332454
592,35637.992234104495
593,35727.90657297821
594,35822.081056277406
595,35919.67656810845
596,36017.3787697284
597,36113.878145609466
598,36211.54628997436
599,36311.61153263155
600,36413.54922366956
601,36515.59018186464
602,36617.51423964912
603,36719.34612498251
604,36821.54578440468
605,36924.365164525545
606,37030.14560077941
607,37139.89143619115
608,37253.3239375428
609,37369.5254003911
610,37486.46054201499
611,37603.3194879627
612,37719.62056949359
613,37836.096361434335
614,37952.61869602237
615,38067.62210747888
616,38179.151902198
617,38287.99075959071
618,38397.827552916766
619,38509.40734245757
620,38621.82885267719
621,38733.40658533436
622,38843.15047757202
623,38950.65427728433
624,39057.41211042044
625,39163.38463799543
626,39268.96748369806
627,39376.80832769672
628,39490.47848258806
629,39610.53546393941
630,39734.13042920264
631,39859.9243283113
632,39986.418520491774
633,40114.199842359165
634,40243.73557521023
635,40376.33318819817
636,40510.94412335692
637,40647.066207893215
638,40784.662396764325
639,40925.68614235924
640,41068.45033502632
641,41212.86275552196
642,41358.064664198384
643,41504.20634652757
644,41650.31860362284
645,41795.64729122888
646,41939.0413782254
647,42080.32780635593
648,42222.61560355283
649,42368.98404303579
650,42518.28816751931
651,42668.60371340238
652,42816.90013100514
653,42963.17252356966
654,43108.35782781751
655,43254.023046337286
656,43398.60616076281
657,43540.18082361036
658,43676.67249556061
659,43809.102075100905
660,43939.85279407928
661,44071.20497940301
662,44205.545423100295
663,44343.62700381446
664,44485.22400375542
665,44629.923810676
666,44776.222337312094
667,44924.085731734085
668,45071.64619253019
669,45217.12651321429
670,45358.37004347465
671,45494.92969337191
672,45628.465945855685
673,45762.294547144
674,45897.71087175243
675,46036.24988623907
676,46176.6085749386
677,46317.10399540055
678,46457.196256625066
679,46598.71437691734
680,46743.95383545217
681,46894.96369951032
682,47049.85424218037
683,47205.52698810485
684,47358.949616663136
685,47508.18710971104
686,47654.72399531455
687,47800.33882807875
688,47947.30085658162
689,48095.64847403627
690,48245.6728045186
691,48396.13995075229
692,48547.00262771552
693,48699.40000430397
694,48852.15893227857
695,49003.8281992881
696,49153.78967341668
697,49303.23320846981
698,49452.79451719163
699,49603.19081592935
700,49754.63781435773
701,49906.23697061615
702,50058.23520490537
703,50211.01274140442
704,50365.50250993764
705,50520.95123640134
706,50678.31014582888
707,50836.96436581973
708,50994.793672076485
709,51151.27720656421
710,51305.64129070842
711,51460.1835931862
712,51614.17055770132
713,51766.82809516685
714,51918.45534611916
715,52068.08096541567
716,52215.09121419081
717,52359.9608570378
718,52503.61472618263
719,52646.68149506893
720,52788.79120019146
721,52929.328758462005
722,53068.50465171243
723,53208.045640994365
724,53349.86928233312
725,53494.31769752369
726,53638.32786780577
727,53778.9211677166
728,53913.36554992599
729,54043.62459604047
730,54172.35678849895
731,54301.2192578065
732,54429.55013087843
733,54554.12809294208
734,54674.18672364984
735,54789.49265163618
736,54901.00595005016
737,55009.16105818525
738,55115.36832115336
739,55222.71867014699
740,55334.24274277405
741,55452.59877742644
742,55575.83297924572
743,55699.44605154425
744,55821.02797701414
745,55942.66241478208
746,56066.102629241184
747,56192.97544202316
748,56323.000313190096
749,56454.10361428498
750,56584.56021178858
751,56712.588663476905
752,56838.47515320469
753,56965.0607006392
754,57094.96716271663
755,57229.4316186187
756,57367.36963382559
757,57506.25982485249
758,57646.10769630517
759,57786.70555384449
760,57927.35492505858
761,58065.09621498365
762,58197.8587115127
763,58326.88324269771
764,58452.78782931738
765,58576.61489657993
766,58699.56003531711
767,58822.86743349005
768,58947.80301200258
769,59074.532605799024
770,59202.78069031107
771,59331.46720833855
772,59458.60568844479
773,59582.427175053694
774,59704.32139560016
775,59824.80820097776
776,59944.28777492252
777,60062.98695192534
778,60179.51949858283
779,60293.87043768588
780,60405.33506011606
781,60514.16332131504
782,60621.63056685246
783,60729.30591888652
784,60837.137507400905
785,60945.57120320461
786,61054.19245920367
787,61162.15636618434
788,61272.18078267589
789,61386.2332689075
790,61502.84511115644
791,61620.052293716246
792,61736.33357163581
793,61851.09992870309
794,61963.76066187558
795,62073.92484723078
796,62181.22733193021
797,62285.1059711885
798,62387.02376292515
799,62490.08139999834
800,62596.04806889283
801,62703.71542867498
802,62812.76319708122
803,62922.51350095673
804,63032.33193736493
805,63141.6457858729
806,63250.663341484345
807,63358.93815367555
808,63465.08213396641
809,63567.36004824557
810,63666.26171494845
811,63763.83473181187
812,63862.310752989855
813,63961.924364192135
814,64062.03027458738
815,64160.92877137743
816,64256.67325199446
817,64350.085089347536
818,64441.95976713342
819,64533.06017487293
820,64624.91156819966
821,64718.27845697008
822,64812.2294138002
823,64904.65932603271
824,64995.339797877954
825,65083.17623920646
826,65169.18644929764
827,65255.58000363602
828,65342.28430541453
829,65427.96921392423
830,65512.63698937232
831,65596.65426899458
832,65679.14538657395
833,65760.48183220267
834,65841.06732237794
835,65920.53352621221
836,65997.38029761311
837,66072.80936972344
838,66147.68529492171
839,66223.29080127692
840,66299.99024026834
841,66376.82848652372
842,66452.95964528334
843,66526.78801654461
844,66599.18875492117
845,66672.28758347344
846,66745.21160980129
847,66816.39412725647
848,66885.65257015241
849,66954.23577117574
850,67022.4871992459
851,67092.77834451337
852,67165.70600300543
853,67241.37709125516
854,67319.68236408518
855,67399.67033308161
856,67481.05534327388
857,67563.91035126321
858,67646.92517522309
859,67728.87130830491
860,67808.87929975314
861,67886.97054156587
862,67963.4548165292
863,68038.40062739393
864,68112.60121150258
865,68185.74827763227
866,68257.72043871343
867,68328.15155534884
868,68397.64466339593
869,68465.87771203618
870,68534.20903458264
871,68603.51236552752
872,68671.78817884502
873,68738.17293749678
874,68805.1561643195
875,68873.85524547257
876,68942.83141649245
877,69007.63661520845
878,69069.03220049631
879,69127.58474091982
880,69184.58485769271
881,69241.68660570671
882,69299.79812234217
883,69359.11219590637
884,69419.37120335869
885,69478.19768953222
886,69536.04602584436
887,69594.09488521946
888,69652.21248146088
889,69709.64534872801
890,69765.95622334717
891,69821.0765810522
892,69873.54323346613
893,69923.03829917457
894,69970.44239740228
895,70014.8922171448
896,70057.05576227809
897,70099.14871805783
898,70142.7324620032
899,70187.29505080465
900,70231.19441028261
901,70273.49463317567
902,70312.71806448487
903,70351.23340755122
904,70391.68426944043
905,70437.0143584228
906,70487.34659837544
907,70540.25564060791
908,70593.6932380306
909,70648.05917544711
910,70703.37520041193
911,70758.47913283262
912,70812.00393108501
913,70864.13561089021
914,70916.65306652756
915,70971.58955031286
916,71027.4205378708
917,71082.66724658853
918,71136.55761867535
919,71190.10212325612
920,71245.9261663702
921,71305.39327345631
922,71367.1983344812
923,71430.40535908614
924,71495.44111585863
925,71562.03578116796
926,71630.72010009318
927,71699.55106401182
928,71765.18303303221
929,71826.13351522385
930,71881.72673024036
931,71933.58202417039
932,71984.5723414695
933,72035.93961696832
934,72087.83151995107
935,72139.30215904467
936,72188.74250781453
937,72235.5131180223
938,72281.02251775126
939,72326.20177814033
940,72371.59642968078
941,72417.59593210391
942,72463.1157926452
943,72506.8391430628
944,72549.08650272874
945,72589.07504309318
946,72625.83436698804
947,72658.72965301959
948,72688.14913892894
949,72715.86491530231
950,72742.79993650976
951,72769.67950246966
952,72795.68440109513
953,72821.04195378625
954,72845.0741728961
955,72869.40569548184
956,72894.1756552427
957,72918.62531366618
958,72941.85404770476
959,72962.23119251532
960,72980.63076461344
961,72996.95233459798
962,73011.95821983767
963,73026.3601121729
964,73040.25102218438
965,73053.8244986129
966,73067.76108936133
967,73080.57691923509
968,73091.29360861094
969,73098.99595237667
970,73104.31587767405
971,73106.49198488821
972,73104.30694923569
973,73097.01237213198
974,73085.31830169425
975,73070.6428248426
976,73054.61311245749
977,73039.38273023543
978,73027.22099909517
979,73018.8270599015
980,73013.3719324282
981,73009.24456773655
982,73005.3770573398
983,73002.11733974438
984,72998.22222819611
985,72993.0695811876
986,72986.36296387592
987,72978.79995985316
988,72970.02565321
989,72963.11946230367
990,72959.34068474588
991,72958.05238585392
992,72957.86178888055
993,72957.36549671607
994,72956.56022415143
995,72957.69172829644
996,72962.7560385189
997,72972.15549559402
998,72985.99208561816
999,73003.32404577151
1000,73022.71747782094
1001,73042.37852310053
1002,73061.29571399913
1003,73079.86713778363
1004,73099.96581921655
1005,73121.84094737946
1006,73144.71526707587
1007,73166.0804513461
1008,73184.84545340635
1009,73203.21507962384
1010,73221.714755419
1011,73239.81739365906
1012,73257.6880045249
1013,73274.78229884748
1014,73291.91209500279
1015,73308.56164850987
1016,73324.622546768
1017,73340.58443100436
1018,73357.15150914878
1019,73375.42837111649
1020,73394.4768351277
1021,73411.44042879055
1022,73424.95785305771
1023,73435.24499858607
1024,73444.43797178062
1025,73453.22817344038
1026,73460.33374740685
1027,73465.12045365872
1028,73468.38044953975
1029,73472.59289418955
1030,73479.0926520632
1031,73487.85227159434
1032,73499.1166843258
1033,73511.34810366426
1034,73524.24414179452
1035,73538.8496150063
1036,73556.06941798769
1037,73574.9674198786
1038,73594.00543316606
1039,73611.47737837839
1040,73625.98609844268
1041,73637.29596009392
1042,73646.34328678918
1043,73654.55128724729
1044,73661.41952874383
1045,73667.91364405969
1046,73673.82052639303
1047,73678.48917073949
1048,73683.01031691024
1049,73688.70981795872
1050,73694.03208164069
1051,73696.10252937062
1052,73694.53115197211
1053,73687.95214378941
1054,73675.88840695962
1055,73658.42826377631
1056,73636.1240449817
1057,73610.60497677804
1058,73582.66276215913
1059,73553.39567146816
1060,73522.55825941171
1061,73490.11288880155
1062,73455.43487572738
1063,73418.71437727122
1064,73381.19022557486
1065,73344.4044846364
1066,73308.55654014274
1067,73271.25181507529
1068,73230.84172228372
1069,73186.27071000294
1070,73138.4060276037
1071,73089.3151711687
1072,73040.91315259316
1073,72992.88527407707
1074,72944.93454846763
1075,72896.30032445645
1076,72846.49430858983
1077,72795.46271925002
1078,72746.03008091173
1079,72699.69251285077
1080,72657.46448158083
1081,72618.48922493277
1082,72582.0923157241
1083,72548.63642656952
1084,72517.7293717336
1085,72487.41536184531
1086,72454.82522177647
1087,72419.51735757811
1088,72382.47914654008
1089,72344.16298836659
1090,72303.96274531013
1091,72260.38560301052
1092,72214.50008381964
1093,72167.58410832121
1094,72119.86532144823
1095,72070.82014319139
1096,72021.09041277022
1097,71970.76141683263
1098,71919.95371270854
1099,71869.37464076103
1100,71819.1622460272
1101,71770.88709822131
1102,71723.73302797946
1103,71678.12164451853
1104,71633.97982856083
1105,71590.07055769241
1106,71544.47619530543
1107,71498.02461561495
1108,71452.85521461611
1109,71408.52117080503
1110,71362.98012839929
1111,71316.3297438986
1112,71270.19242293517
1113,71226.56827392518
1114,71185.48344791135
1115,71146.74119059565
1116,71111.04105778704
1117,71077.58094664715
1118,71043.58870591129
1119,71007.19427477384
1120,70968.65162260314
1121,70927.68079134925
1122,70885.15657925724
1123,70842.68065854009
1124,70800.53415294079
1125,70758.05454660961
1126,70714.8627445251
1127,70669.65226348363
1128,70621.4669806034
1129,70570.95914282226
1130,70520.77034827929
1131,70473.55019799892
1132,70430.26132322349
1133,70389.9448531072
1134,70349.14895942398
1135,70305.00453213906
1136,70256.04690140704
1137,70203.6662250019
1138,70149.41864051188
1139,70096.07502424384
1140,70044.91286151732
1141,69997.01850397886
1142,69951.2615374714
1143,69907.00082789134
1144,69862.42139187462
1145,69815.54444231138
1146,69767.27936941602
1147,69719.50666246869
1148,69673.70614932237
1149,69630.85699049712
1150,69589.8729819546
1151,69551.23287904465
1152,69515.25797042092
1153,69483.02626684548
1154,69451.2132715623
1155,69417.15795271948
1156,69380.3672073116
1157,69343.08225969497
1158,69306.80531121018
1159,69273.33876316933
1160,69242.10147014803
1161,69210.21269606728
1162,69175.87745935786
1163,69140.12628706683
1164,69105.00135225181
1165,69071.69819580106
1166,69040.98920593994
1167,69012.67418142987
1168,68986.3078341666
1169,68961.36906622052
1170,68935.302407892
1171,68908.5059316681
1172,68882.15613731324
1173,68856.88983883735
1174,68832.26066805942
1175,68806.9037577158
1176,68780.4366901693
1177,68753.18859828275
1178,68726.75629609884
1179,68701.43388917948
1180,68676.60845672764
1181,68650.77245223866
1182,68622.62351420861
1183,68592.92987552795
1184,68563.24144716373
1185,68533.7558885176
1186,68503.76507697887
1187,68472.11852312033
1188,68437.4590833599
1189,68401.68150299785
1190,68366.88957286117
1191,68333.83249848017
1192,68302.13210293258
1193,68270.81210731642
1194,68238.27340964557
1195,68204.24954929344
1196,68169.0679996488
1197,68135.15527486999
1198,68106.0538805044
1199,68083.65221731298
1200,68067.35197881793
1201,68054.30798404077
1202,68042.52871715034
1203,68031.8373035614
1204,68023.52483590649
1205,68017.64645983746
1206,68013.21358595026
1207,68008.89078519776
1208,68004.54771692184
1209,67999.39279038165
1210,67993.02422009302
1211,67985.19554216736
1212,67976.28792702241
1213,67965.4120211543
1214,67951.5876122983
1215,67933.55111708993
1216,67911.26115889395
1217,67885.07349859846
1218,67858.19666741477
1219,67832.18031234453
1220,67807.98807961062
1221,67784.96214815711
1222,67763.44189417467
1223,67743.3820060659
1224,67724.04987026808
1225,67704.8552890654
1226,67686.66045532576
1227,67670.10928548368
1228,67655.09293568863
1229,67641.15266456976
1230,67628.84855692237
1231,67616.95803780902
1232,67604.8582411269
1233,67592.36414194744
1234,67579.02478642392
1235,67564.0741503002
1236,67549.49047523079
1237,67537.63973431264
1238,67529.4280185571
1239,67523.47781281771
1240,67517.22446112135
1241,67509.80714377701
1242,67502.60702023166
1243,67497.24966859056
1244,67492.13624098414
1245,67485.1398175186
1246,67477.357919606
1247,67469.15425772761
1248,67462.09712320115
1249,67455.44918658269
